languageCode,translationId,languageName,languageNameInEnglish,dialect,homeDomain,title,description,Redistributable,Copyright,UpdateDate,publicationURL,OTbooks,OTchapters,OTverses,NTbooks,NTchapters,NTverses,DCbooks,DCchapters,DCverses,FCBHID,Certified,inScript,swordName,rodCode,textDirection,downloadable,font,shortTitle,PODISBN,script,sourceDate,licence_ID,licence_File,licence_Language,licence_Dialect,licence_Vernacular_Title,licence_Licence_Type,licence_Licence_Version,licence_CC_Licence_Link,licence_Copyright_Holder,licence_Copyright_Years,licence_Translation_by,licence_date_read,status_download_path,status_download_date,status_unzip_path,status_unzip_date,status_extract_path,status_extract_date,status_extract_renamed_date,status_last_error
jni,jni,Ajanji,Janji,,ebible.org,Janji Bible,The New Testament in the Janji language of Nigeria,True,Copyright © 2020 Door 43 International Mission Community,2024-05-01,http://ebible.org/jni/,0.0,0.0,0.0,27.0,260.0,7952.0,0.0,0.0,0.0,JNIULB,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,jni2020eb,,ltr,True,DejaVu Serif,Janji NT,,Latin,2024-05-01,jni,C:\ebible_data\projects\jni\copr.htm,Ajanji (Janji),,Janji Bible,by-sa,4.0,http://creativecommons.org/licenses/by-sa/4.0/,Door 43 International Mission Community,copyright © 2020,Translation by: Door 43 International Mission Community,2025-05-01,C:\ebible_data\downloads\jni--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\jni,2025-05-01,C:\ebible_data\corpus\jni-jni.txt,2025-05-01,,
jpn,jpn1965,日本語,Japanese,,ebible.org,新改訳新約聖書(1965年版),"The New Testament in Japanese, 1965 Shinkaiyaku seisho (New Japanese Bible) translation",True,public domain,2023-02-24,http://ebible.org/jpn1965/,0.0,0.0,0.0,27.0,260.0,7939.0,0.0,0.0,0.0,JPNLOC,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,jpn1965eb,,ltr,True,Sazanami Mincho,New Japanese NT,978-1-5313-0313-6,CJK,2020-10-09,jpn1965,C:\ebible_data\projects\jpn1965\copr.htm,,,新改訳新約聖書(1965年版),Public Domain,,,Public Domain,,,2025-05-01,C:\ebible_data\downloads\jpn1965--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\jpn1965,2025-05-01,C:\ebible_data\corpus\jpn-jpn1965.txt,2025-05-01,,
juy,juy,Juray,Juray,,ebible.org,ଆଜାଡ଼ି ତଙରନ୍‌,The New Testament in the Juray language of India: ଆଜାଡ଼ି ତଙରନ୍‌,True,Copyright © 2020 The Word for the World International,2023-04-13,http://ebible.org/juy/,0.0,0.0,0.0,27.0,260.0,7959.0,0.0,0.0,0.0,JUYTWF,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,juy2020eb,,ltr,True,FreeSerif,Juray: ଆଜାଡ଼ି ତଙରନ୍‌ (Bible),,Latin,2023-04-13,juy,C:\ebible_data\projects\juy\copr.htm,Juray,,ଆଜାଡ଼ି ତଙରନ୍‌,by,4.0,http://creativecommons.org/licenses/by/4.0/,The Word for the World International,copyright © 2020,,2025-05-01,C:\ebible_data\downloads\juy--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\juy,2025-05-01,C:\ebible_data\corpus\juy-juy.txt,2025-05-01,,
jvn,jvnNT,"Javanese, Caribbean","Javanese, Caribbean",,ebible.org,Kitab sutyi prejanjian anyar ing Basa Jawa Suriname sing gampang,"New Testament in Javanese, Caribbean (NS:jvn:Javanese, Caribbean)",True,"Copyright © 2009 Wycliffe Bible Translators, Inc.",2014-04-27,http://ebible.org/jvnNT/,0.0,0.0,0.0,27.0,260.0,7753.0,0.0,0.0,0.0,JVNWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,jvn2009eb,,ltr,True,Gentium,Caribbean Javanese NT,978-1-5313-0314-3,Latin,2014-04-28,jvnNT,C:\ebible_data\projects\jvnNT\copr.htm,"Javanese, Caribbean",,Kitab sutyi prejanjian anyar ing Basa Jawa Suriname sing gampang,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2009,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\jvnNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\jvnNT,2025-05-01,C:\ebible_data\corpus\jvn-jvnNT.txt,2025-05-01,,
kan,kan2017,ಕನ್ನಡ,Kannada,,ebible.org,ಇಂಡಿಯನ್ ರಿವೈಜ್ಡ್ ವರ್ಸನ್ (IRV) - ಕನ್ನಡ - 2019,The Indian Revised Version Holy Bible in the Kannada language of India,True,"Copyright © 2017, 2019 Bridge Connectivity Solutions",2023-04-12,http://ebible.org/kan2017/,39.0,929.0,23141.0,27.0,260.0,7890.0,0.0,0.0,0.0,KANIRV,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kan2017eb,,ltr,True,Akshar Unicode,Kannada Indian Revised Version Bible,,Kannada,2023-04-13,kan2017,C:\ebible_data\projects\kan2017\copr.htm,ಕನ್ನಡ (Kannada),,ಇಂಡಿಯನ್ ರಿವೈಜ್ಡ್ ವರ್ಸನ್ (IRV) - ಕನ್ನಡ - 2019,by-sa,4.0,http://creativecommons.org/licenses/by-sa/4.0/,Bridge Connectivity Solutions,"copyright © 2017, 2019",Translation by: Bridge Connectivity Solutions,2025-05-01,C:\ebible_data\downloads\kan2017--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kan2017,2025-05-01,C:\ebible_data\corpus\kan-kan2017.txt,2025-05-01,,
kan,kanokcv,ಕನ್ನಡ,Kannada,,ebible.org,Biblica® ಉಚಿತ ಕನ್ನಡ ಸಮಕಾಲಿಕ ಭಾಷಾಂತರ,The Holy Bible in the Kannada language of India: Biblica® ಉಚಿತ ಕನ್ನಡ ಸಮಕಾಲಿಕ ಭಾಷಾಂತರ™,True,"Copyright © 1999, 2929, 2922 Biblica, Inc.",2023-04-12,http://ebible.org/kanokcv/,39.0,929.0,23138.0,27.0,260.0,7952.0,0.0,0.0,0.0,KANOKCV,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kanokcv2022eb,,ltr,True,Akshar Unicode,Kanada Open Contemporary Version Bible,,Latin,2023-04-13,kanokcv,C:\ebible_data\projects\kanokcv\copr.htm,ಕನ್ನಡ (Kannada),,Biblica® ಉಚಿತ ಕನ್ನಡ ಸಮಕಾಲಿಕ ಭಾಷಾಂತರ,by-sa,4.0,http://creativecommons.org/licenses/by-sa/4.0/,"Biblica, Inc.","copyright © 1999, 2929, 2922",,2025-05-01,C:\ebible_data\downloads\kanokcv--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kanokcv,2025-05-01,C:\ebible_data\corpus\kan-kanokcv.txt,2025-05-01,,
kaq,kaqNT,Capanahua,Capanahua,,ebible.org,Noquen hihbaan joi,New Testament in Capanahua (PE:kaq:Capanahua),True,"Copyright © 2008 Wycliffe Bible Translators, Inc.",2014-04-22,http://ebible.org/kaqNT/,0.0,0.0,0.0,27.0,260.0,7924.0,0.0,0.0,0.0,KAQWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kaq2008eb,,ltr,True,Gentium,Capanahua NT,978-1-5313-0315-0,Latin,2014-04-23,kaqNT,C:\ebible_data\projects\kaqNT\copr.htm,Capanahua,,Noquen hihbaan joi,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2008,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\kaqNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kaqNT,2025-05-01,C:\ebible_data\corpus\kaq-kaqNT.txt,2025-05-01,,
kbc,kbcNT,Kadiwéu,Kadiwéu,,ebible.org,Gela Liwai Lotaɡ̶anaɡ̶axi Aneotedoɡ̶oji,New Testament in Kadiwéu (BR:kbc:Kadiwéu),True,"Copyright © 2012 Wycliffe Bible Translators, Inc.",2014-04-27,http://ebible.org/kbcNT/,0.0,0.0,0.0,27.0,260.0,7866.0,0.0,0.0,0.0,KBCWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kbc2012eb,,ltr,True,Gentium,Kadiwéu NT,978-1-5313-0316-7,Latin,2014-04-28,kbcNT,C:\ebible_data\projects\kbcNT\copr.htm,Kadiwéu,,Gela Liwai Lotaɡ̶anaɡ̶axi Aneotedoɡ̶oji,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2012,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\kbcNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kbcNT,2025-05-01,C:\ebible_data\corpus\kbc-kbcNT.txt,2025-05-01,,
kbh,kbh,Camsá,Camsá,,ebible.org,Bëngbe Bëtsa Cabëngaftaca Entsoyebuambna,New Testament in Camsá,True,"Copyright © 2009 Wycliffe Bible Translators, Inc.",2016-05-05,http://ebible.org/kbh/,0.0,0.0,0.0,27.0,260.0,7900.0,0.0,0.0,0.0,KBHWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kbh2009eb,,ltr,True,Gentium,Camsá NT,978-1-5313-0317-4,Latin,2014-07-29,kbh,C:\ebible_data\projects\kbh\copr.htm,Camsá,,Bëngbe Bëtsa Cabëngaftaca Entsoyebuambna,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2009,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\kbh--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kbh,2025-05-01,C:\ebible_data\corpus\kbh-kbh.txt,2025-05-01,,
kbm,kbm,Iwal,Iwal,,png.bible,YISU KILISI ANE BINGE VIE GIENGK IWAL AVOS,The New Testament in the Iwal Language of Papua New Guinea,True,"Copyright © 1984 Wycliffe Bible Translators, Inc.",2015-01-03,http://png.bible/kbm/,0.0,0.0,0.0,27.0,260.0,7798.0,0.0,0.0,0.0,KBMTBL,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kbm1984eb,,ltr,True,Gentium,Iwal NT,978-1-5313-0318-1,Latin,2020-10-09,kbm,C:\ebible_data\projects\kbm\copr.htm,Iwal,,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1984,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\kbm--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kbm,2025-05-01,C:\ebible_data\corpus\kbm-kbm.txt,2025-05-01,,
kbq,kbq,Kamano-Kafe,Kamano,,png.bible,Anumzamofo Ruotage Avontafere,The Holy Bible in the Kamano-Kafe language of Papua New Guinea,True,Copyright © 2022 Tyndale Bible Translators,2025-03-12,http://png.bible/kbq/,39.0,929.0,23140.0,27.0,260.0,7952.0,0.0,0.0,0.0,KBQWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kbq2014eb,,ltr,True,Gentium Plus,Kamano-Kafe Bible,978-1-5313-0319-8,Latin,2025-03-12,kbq,C:\ebible_data\projects\kbq\copr.htm,Kamano-Kafe (Kamano),,,by-sa,4.0,http://creativecommons.org/licenses/by-sa/4.0/,Tyndale Bible Translators,copyright © 2022,Translation by: Tyndale Bible Translators,2025-05-01,C:\ebible_data\downloads\kbq--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kbq,2025-05-01,C:\ebible_data\corpus\kbq-kbq.txt,2025-05-01,,
kca,kca,ханты ясаң‎,Khanty,,ebible.org,Хӑнты Перевод Библии,Portions of the Holy Bible in the Khanty language of Russia: Хӑнты Перевод Библии (Portions),True,"Copyright © 2021 Institute for Bible Translation, Finland",2023-04-12,http://ebible.org/kca/,2.0,54.0,1581.0,2.0,52.0,2155.0,0.0,0.0,0.0,KCAIBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kca2021eb,,ltr,True,Gentium Plus,Khanty Bible,,Latin,2023-04-13,kca,C:\ebible_data\projects\kca\copr.htm,ханты ясаң‎ (Khanty),,Хӑнты Перевод Библии,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Institute for Bible Translation, Finland",copyright © 2021,,2025-05-01,C:\ebible_data\downloads\kca--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kca,2025-05-01,C:\ebible_data\corpus\kca-kca.txt,2025-05-01,,
kdc,kdc,Kutu,Kutu,,ebible.org,Lagano da Sambi kwa Wanhu Wose,The New Testament in Kutu,True,Copyright © 2014 Pioneer Bible Translators,2022-06-21,http://ebible.org/kdc/,0.0,0.0,0.0,27.0,260.0,7959.0,0.0,0.0,0.0,KDCPBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kdc2014eb,,ltr,True,Gentium,Kutu NT,978-1-5313-0320-4,Latin,2015-03-18,kdc,C:\ebible_data\projects\kdc\copr.htm,Kutu,,Lagano da Sambi kwa Wanhu Wose,by-nd,4.0,http://creativecommons.org/licenses/by-nd/4.0/,Pioneer Bible Translators,copyright © 2014,Translation by: Pioneer Bible Translators,2025-05-01,C:\ebible_data\downloads\kdc--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kdc,2025-05-01,C:\ebible_data\corpus\kdc-kdc.txt,2025-05-01,,
kde,kde,Makonde,Makonde,,ebible.org,LILAILANO LYAHAMBI LYA NNUNGU KWA VANU VAMMALELE,Portions of the Holy Bible in the Makonde language of Mozambique and Tanzania,True,"Copyright © 2008 Wycliffe Bible Translators, Inc.",2019-12-29,http://ebible.org/kde/,0.0,0.0,0.0,27.0,260.0,7948.0,0.0,0.0,0.0,KDEWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kde2008eb,,ltr,True,Gentium,Makonde Bible,978-1-5313-0321-1,Latin,2019-12-30,kde,C:\ebible_data\projects\kde\copr.htm,Makonde,,LILAILANO LYAHAMBI LYA NNUNGU KWA VANU VAMMALELE,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2008,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\kde--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kde,2025-05-01,C:\ebible_data\corpus\kde-kde.txt,2025-05-01,,
kdl,kdlNT,Tsikimba,Tsikimba,,ebible.org,Kazuwamgbani ka savu n Tsikimba n aɓon a ɗa a ɗanga̱sai a kazuwamgbani ka cau,New Testament in Tsikimba (NI:kdl:Tsikimba),True,"Copyright © 2010 Wycliffe Bible Translators, Inc.",2019-08-09,http://ebible.org/kdlNT/,0.0,0.0,0.0,27.0,260.0,7910.0,0.0,0.0,0.0,KDLWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kdlNT2010eb,,ltr,True,Gentium Plus,Tsikimba NT,978-1-5313-0322-8,Latin,2014-05-01,kdlNT,C:\ebible_data\projects\kdlNT\copr.htm,Tsikimba,,Kazuwamgbani ka savu n Tsikimba n aɓon a ɗa a ɗanga̱sai a kazuwamgbani ka cau,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2010,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\kdlNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kdlNT,2025-05-01,C:\ebible_data\corpus\kdl-kdlNT.txt,2025-05-01,,
kek,kekNT,Q'eqchi',Q'eqchi',,ebible.org,Li Santil hu,Bible in Q'eqchi' (GT:kek:Q'eqchi'),True,"Copyright © 2000 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/kekNT/,0.0,0.0,0.0,27.0,260.0,7958.0,0.0,0.0,0.0,KEKIBS,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kek2000eb,,ltr,True,Gentium,Q'eqchi' Bible,978-1-5313-0323-5,Latin,2014-05-01,kekNT,C:\ebible_data\projects\kekNT\copr.htm,Q'eqchi',,Li Santil hu,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2000,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\kekNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kekNT,2025-05-01,C:\ebible_data\corpus\kek-kekNT.txt,2025-05-01,,
ken,kenNT,Kenyang,Kenyang,,ebible.org,Ɛkáti Nku Nkɔ,New Testament in Kenyang (CM:ken:Kenyang),True,"Copyright © 2010 Wycliffe Bible Translators, Inc.",2014-04-27,http://ebible.org/kenNT/,0.0,0.0,0.0,27.0,260.0,7948.0,0.0,0.0,0.0,KENWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,ken2010eb,,ltr,True,Gentium,Kenyang NT,978-1-5313-0324-2,Latin,2014-04-28,kenNT,C:\ebible_data\projects\kenNT\copr.htm,Kenyang,,Ɛkáti Nku Nkɔ,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2010,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\kenNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kenNT,2025-05-01,C:\ebible_data\corpus\ken-kenNT.txt,2025-05-01,,
kew,kew,West Kewa,West Kewa,,png.bible,Gotena Epe Agaa,"Portions of Genesis, Ruth, Proverbs, Ecclesiastes, and The New Testament in the West Kewa Language of Papua New Guinea",True,"Copyright © 2003 The Bible Society of Papua New Guinea in cooperation with Wycliffe Bible Translators, Inc.",2012-10-23,http://png.bible/kew/,4.0,58.0,1475.0,27.0,260.0,7919.0,0.0,0.0,0.0,KEWPNG,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kew2003eb,,ltr,True,Andika,West Kewa Bible,978-1-5313-0325-9,Latin,2020-10-09,kew,C:\ebible_data\projects\kew\copr.htm,West Kewa,,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"The Bible Society of Papua New Guinea in cooperation with Wycliffe Bible Translators, Inc.",copyright © 2003,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\kew--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kew,2025-05-01,C:\ebible_data\corpus\kew-kew.txt,2025-05-01,,
kfw,kfw,Kharam,"Naga, Kharam",,ebible.org,The New Testament in Kharam,The New Testament in the Kharam Naga language of India,True,Copyright © 2021 The Word for the World International,2023-04-13,http://ebible.org/kfw/,0.0,0.0,0.0,27.0,260.0,7952.0,0.0,0.0,0.0,KFWTWF,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kfw2021eb,,ltr,True,DejaVu Serif,Kharam NT,,Latin,2023-04-14,kfw,C:\ebible_data\projects\kfw\copr.htm,"Kharam (Naga, Kharam)",,The New Testament in Kharam,by-nd,4.0,http://creativecommons.org/licenses/by-nd/4.0/,The Word for the World International,copyright © 2021,,2025-05-01,C:\ebible_data\downloads\kfw--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kfw,2025-05-01,C:\ebible_data\corpus\kfw-kfw.txt,2025-05-01,,
kgf,kgf,Mongi,Kube,,png.bible,SISIPAC AC ɊELIA,The New Testament and Psalms in the Kube Language of Papua New Guinea,True,Copyright © 2012 Global Bible Translators,2012-11-23,http://png.bible/kgf/,1.0,150.0,2449.0,27.0,260.0,7936.0,0.0,0.0,0.0,KGFGBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kgf2012eb,,ltr,True,Andika,Kube NT+Psalms,978-1-5313-0326-6,Latin,2020-10-09,kgf,C:\ebible_data\projects\kgf\copr.htm,Mongi (Kube),,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,Global Bible Translators,copyright © 2012,Translation by: Global Bible Translators,2025-05-01,C:\ebible_data\downloads\kgf--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kgf,2025-05-01,C:\ebible_data\corpus\kgf-kgf.txt,2025-05-01,,
kgk,kgkNT,Kaiwá,Kaiwá,,ebible.org,Nhandejáry Nhe'ẽ,New Testament in Kaiwá (BR:kgk:Kaiwá),True,"Copyright © 2006 Wycliffe Bible Translators, Inc.",2014-04-27,http://ebible.org/kgkNT/,0.0,0.0,0.0,27.0,260.0,7669.0,0.0,0.0,0.0,KGKWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kgk2006eb,,ltr,True,Gentium,Kaiwá NT,978-1-5313-0327-3,Latin,2014-04-28,kgkNT,C:\ebible_data\projects\kgkNT\copr.htm,Kaiwá,,Nhandejáry Nhe'ẽ,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2006,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\kgkNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kgkNT,2025-05-01,C:\ebible_data\corpus\kgk-kgkNT.txt,2025-05-01,,
kgp,kgpNT,Kaingang,Kaingang,,ebible.org,Topẽ vĩ rá,New Testament in Kaingang (BR:kgp:Kaingang),True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2022-03-04,http://ebible.org/kgpNT/,0.0,0.0,0.0,27.0,260.0,7918.0,0.0,0.0,0.0,KGPWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kgpNT2011eb,,ltr,True,Gentium,Kaingang NT,978-1-5313-0328-0,Latin,2014-04-28,kgpNT,C:\ebible_data\projects\kgpNT\copr.htm,Kaingang,,Topẽ vĩ rá,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\kgpNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kgpNT,2025-05-01,C:\ebible_data\corpus\kgp-kgpNT.txt,2025-05-01,,
khs,khs,Kasua,Kasua,,png.bible,Kokolo Kao Tesene Solo,The New Testament in the Kasua language of Papua New Guinea,True,"Copyright © 2016 Wycliffe Bible Translators, Inc.",2019-08-11,http://png.bible/khs/,0.0,0.0,0.0,27.0,260.0,7851.0,0.0,0.0,0.0,KHSWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,khs2016eb,,ltr,True,DejaVu Serif,Kasua NT,,Latin,2019-08-11,khs,C:\ebible_data\projects\khs\copr.htm,Kasua,,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2016,,2025-05-01,C:\ebible_data\downloads\khs--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\khs,2025-05-01,C:\ebible_data\corpus\khs-khs.txt,2025-05-01,,
khz,khz,Kalo (Keapara),Keapara,Kalo,png.bible,VEKAPAWAI VALIGUNA,The New Testament in the Kalo Dialect of the Keapara Language of Papua New Guinea,True,Copyright © 2005 The Bible Society of Papua New Guinea,2012-01-18,http://png.bible/khz/,0.0,0.0,0.0,27.0,260.0,7952.0,0.0,0.0,0.0,KHZPNG,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,khz2005eb,,ltr,True,Andika,Keapara Kalo NT,978-1-5313-0329-7,Latin,2020-10-09,khz,C:\ebible_data\projects\khz\copr.htm,Kalo (Keapara) (Keapara),Kalo,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,Language:,Copyright © 2005 The Bible Society of Papua New Guinea,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\khz--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\khz,2025-05-01,C:\ebible_data\corpus\khz-khz.txt,2025-05-01,,
kij,kij,Kiriwina,Kilivila,,png.bible,Buki Pilabumaboma Kabutubogwa Deli Kabutuvau,Kilivila: Buki Pilabumaboma Kabutubogwa Deli Kabutuvau Bible,True,Copyright © 1984 Bible Society of Papua New Guinea,2022-03-04,http://png.bible/kij/,39.0,929.0,22253.0,27.0,260.0,7919.0,0.0,0.0,0.0,KIJPNG,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kij1984eb,,ltr,True,DejaVu Serif,Kilivila: Buki Pilabumaboma Kabutubogwa Deli Kabutuvau Bible,,Latin,2022-03-05,kij,C:\ebible_data\projects\kij\copr.htm,Kiriwina (Kilivila),,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,Language:,Copyright © 1984 Bible Society of Papua New Guinea,,2025-05-01,C:\ebible_data\downloads\kij--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kij,2025-05-01,C:\ebible_data\corpus\kij-kij.txt,2025-05-01,,
kik,kik,Kikuyu,Gikuyu,,ebible.org,Biblica® Kiugo Gĩtheru Kĩa Ngai Kĩhingũre,Gikuyu: Biblica® Kiugo Gĩtheru Kĩa Ngai Kĩhingũre (Bible) of Kenya,True,"Copyright © 2013 Biblica, Inc.",2021-11-15,http://ebible.org/kik/,39.0,929.0,23145.0,27.0,260.0,7956.0,0.0,0.0,0.0,KIKBIB,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kik2013eb,,ltr,True,DejaVu Serif,Kikuyu Bible,,Latin,2021-05-18,kik,C:\ebible_data\projects\kik\copr.htm,Kikuyu (Gikuyu),,Biblica® Kiugo Gĩtheru Kĩa Ngai Kĩhingũre,by-sa,4.0,http://creativecommons.org/licenses/by-sa/4.0/,"Biblica, Inc.",copyright © 2013,,2025-05-01,C:\ebible_data\downloads\kik--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kik,2025-05-01,C:\ebible_data\corpus\kik-kik.txt,2025-05-01,,
kiw,kiw,Kope,"Kiwai, Northeast",Kope,png.bible,Pai meai Ruka-ro iꞌati emerai-ka,The Gospel of Luke in the Kope dialect of the Northeast Kiwai language of Papua New Guinea,True,"Copyright © 2022 Wycliffe Bible Translators, Inc.",2023-07-05,http://png.bible/kiw/,0.0,0.0,0.0,1.0,24.0,1143.0,0.0,0.0,0.0,KIWWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,kiw2022eb,,ltr,True,DejaVu Serif,Kope Luke,,Latin,2022-08-18,kiw,C:\ebible_data\projects\kiw\copr.htm,"Kope (Kiwai, Northeast)",Kope,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2022,,2025-05-01,C:\ebible_data\downloads\kiw--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\kiw,2025-05-01,C:\ebible_data\corpus\kiw-kiw.txt,2025-05-01,,
